Topic,PassageID,Rank,Offset,length,tagid,Passage
209 , 10845899,293,15.168,75553,660 ,"['cells', 'clinical', 'control', 'observed', 'studies']"
209 , 12676929,294,15.165,64409,1781 ,"['10', 'bone', 'complex', 'growth', 'mechanisms', 'present', 'serum', 'specific', 'studies']"
209 , 15923204,295,15.163,54607,554 ,"['disease', 'function', 'infection']"
209 , 10722677,296,15.142,5697,1132 ,"['cell', 'development', 'domain', 'effects', 'factor', 'growth', 'human', 'mouse', 'studies', 'toxicity', 'tumor']"
209 , 14976348,297,15.141,52723,495 ,"['binding', 'receptor', 'specific', 'toxicity']"
209 , 15044174,298,15.128,15448,112 ,['levels']
209 , 11724771,299,15.097,77308,1409 ,"['bone', 'cell', 'complex', 'effect', 'expression', 'protein', 'rat', 'serum', 'studies', 'treatment']"
209 , 14734706,300,15.082,4736,1364 ,"['associated', 'cancer', 'increased', 'patients', 'response', 'toxicity', 'treatment']"
209 , 8904591,301,15.073,0,170 ,[]
209 , 10644562,302,15.069,49340,331 ,"['studies', 'toxicity']"
209 , 15126631,303,15.046,115515,318 ,['toxicity']
209 , 11724771,304,15.038,33581,1911 ,"['control', 'data', 'effect', 'levels', 'membrane', 'molecular', 'new', 'serum', 'using']"
209 , 10852983,305,15.031,29622,589 ,"['bone', 'effect', 'new', 'present', 'specific', 'study']"
209 , 10910981,306,15.024,423,855 ,"['analysis', 'development', 'including', 'response']"
209 , 11724771,307,15.022,46704,1869 ,"['control', 'new', 'rat', 'serum', '½ï']"
209 , 11035130,308,15.012,18068,171 ,"['symptoms', 'using']"
209 , 11724771,309,15.01,0,667 ,"['acid', 'complex', 'high', 'molecular', 'protein', 'serum']"
209 , 16162851,310,15.007,6984,2054 ,"['development', 'disease', 'effects', 'function', 'increased', 'response']"
209 , 10775154,311,15.006,19448,773 ,"['cell', 'cells', 'control', 'response']"
209 , 10552939,312,15.003,0,190 ,"['analysis', 'patients', 'response', 'toxicity']"
209 , 12721221,313,14.99,47350,636 ,"['cell', 'cells', 'et', 'important', 'involved', 'role']"
209 , 9680339,314,14.975,0,194 ,"['disease', 'response', 'results', 'toxicity', 'treatment']"
209 , 15738500,315,14.97,16197,530 ,"['disease', 'patients']"
209 , 11209014,316,14.96,19584,531 ,"['high', 'muscle']"
209 , 12676928,317,14.959,21496,1017 ,"['complex', 'serum', 'shown']"
209 , 9374638,318,14.957,51939,1271 ,"['mechanism', 'observed', 'response', 'studies']"
209 , 12196374,319,14.946,48005,633 ,"['disease', 'patients', 'response', 'symptoms', 'toxicity', 'treatment']"
209 , 11415956,320,14.945,38040,1106 ,"['important', 'increased', 'levels', 'mechanisms', 'response', 'specific', 'study', 'toxicity']"
209 , 11724771,321,14.941,12572,1432 ,"['analysis', 'control', 'fig', 'increased', 'rat', 'serum', '½ï']"
209 , 11877274,322,14.93,6465,480 ,"['high', 'toxicity']"
209 , 12364407,323,14.929,76647,389 ,"['data', 'new']"
209 , 15520073,324,14.926,18088,722 ,"['bone', 'cancer', 'expression', 'including', 'patients', 'response', 'toxicity']"
209 , 10516157,325,14.923,61692,343 ,"['membrane', 'studies', 'study', 'toxicity']"
209 , 12480652,326,14.911,12434,355 ,"['mechanisms', 'studies', 'toxicity']"
209 , 14519742,327,14.907,2858,685 ,"['cancer', 'clinical', 'different', 'response', 'shown', 'studies', 'toxicity']"
209 , 12215660,328,14.904,6129,1065 ,"['data', 'effects', 'human', 'levels', 'specific', 'used']"
209 , 15550589,329,14.902,13943,1212 ,"['activity', 'data', 'levels', 'patients', 'studies', 'study', 'toxicity']"
209 , 14625279,330,14.889,4718,2353 ,"['complex', 'disease']"
209 , 12881388,331,14.876,13561,179 ,"['reported', 'response', 'toxicity', 'using']"
209 , 16157621,332,14.876,24001,178 ,"['response', 'toxicity', 'used']"
209 , 10473247,333,14.876,6261,604 ,"['activity', 'important', 'mechanism', 'observed', 'results', 'shown', 'toxicity', 'treatment']"
209 , 11158717,334,14.875,62556,357 ,"['dna', 'effects', 'levels', 'toxicity']"
209 , 12676928,335,14.838,15992,1291 ,"['10', 'clinical', 'complex', 'effect', 'serum']"
209 , 10190569,336,14.815,416,373 ,"['human', 'mechanisms', 'toxicity']"
209 , 11756230,337,14.813,727,561 ,"['cancer', 'central', 'studies', '½ï']"
209 , 12646577,338,14.813,19782,941 ,"['cells', 'using']"
209 , 10746952,339,14.812,7252,1302 ,"['al', 'effects', 'et', 'et al', 'observed', 'toxicity']"
209 , 12684214,340,14.81,3498,130 ,['response']
209 , 11724771,341,14.806,66995,1916 ,"['complex', 'levels', 'present', 'protein', 'serum', 'study', 'treatment']"
209 , 15944201,342,14.787,95432,604 ,"['cell', 'function', 'response', 'toxicity', 'treatment', 'using']"
209 , 11134543,343,14.785,0,787 ,"['rat', 'toxicity']"
209 , 9269788,344,14.779,50561,834 ,"['effects', 'patients', 'response', 'results', 'used']"
209 , 12235050,345,14.771,12415,680 ,"['toxicity', 'used']"
209 , 11085391,346,14.769,51133,939 ,"['data', 'results', 'shown', 'studies', 'study']"
209 , 15800032,347,14.762,90397,867 ,['study']
209 , 11896300,348,14.756,14904,1407 ,"['al', 'control', 'effects', 'et', 'et al', 'similar', 'used']"
209 , 9002943,349,14.754,14604,598 ,"['disease', 'new', 'response', 'toxicity', 'treatment', 'using']"
209 , 12727999,350,14.752,19,176 ,[]
209 , 12117784,351,14.751,50245,868 ,['study']
209 , 12506040,352,14.73,50008,1790 ,"['cells', 'data', 'high', 'increased', 'serum', 'toxicity']"
209 , 11724771,353,14.729,78720,2384 ,"['binding', 'complex', 'fig', 'increased', 'mechanism', 'new', 'present', 'proteins', 'rat', 'role', 'serum', 'treatment']"
209 , 8631900,354,14.729,6193,771 ,"['factor', 'human', 'lung', 'protein', 'proteins', 'response', 'studies', 'tumor']"
209 , 12215661,355,14.729,102372,704 ,"['binding', 'central', 'toxicity']"
209 , 15728109,356,14.726,64725,891 ,"['activity', 'analysis', 'cancer', 'cell', 'lung', 'patients', 'reported', 'response', 'results', 'toxicity']"
209 , 12676929,357,14.713,22047,1512 ,"['10', 'analysis', 'complex', 'fig', 'levels', 'protein', 'rat', 'serum', 'shown', '½ï']"
209 , 15265788,358,14.711,15064,190 ,"['response', 'toxicity']"
209 , 16155061,359,14.707,21891,703 ,"['10', 'clinical', 'infection', 'mice', 'present', 'results', 'shown', 'studies', 'toxicity']"
209 , 14600281,360,14.704,40728,930 ,"['complex', 'dna', 'gene', 'receptor', 'response', 'type']"
209 , 12167637,361,14.694,5999,786 ,"['effects', 'mechanism', 'receptor']"
209 , 11509752,362,14.692,7782,1300 ,"['al', 'different', 'effect', 'et', 'et al', 'important', 'mechanism', 'mechanisms', 'similar', 'using']"
209 , 11123196,363,14.679,25200,591 ,['response']
209 , 14576086,364,14.674,9352,710 ,"['activation', 'expression', 'gene', 'genes', 'important', 'mechanisms', 'molecular', 'results', 'signal', 'study', 'toxicity']"
209 , 11724771,365,14.669,53887,2480 ,"['al', 'bone', 'complex', 'et', 'et al', 'fig', 'growth', 'levels', 'reported', 'results', 'serum', 'shown', 'studies', 'used']"
209 , 15901917,366,14.669,16893,816 ,"['different', 'effects', 'important', 'mechanisms', 'role', 'study', 'toxicity']"
209 , 11823463,367,14.664,5818,697 ,"['disease', 'important', 'response']"
209 , 12821572,368,14.66,43578,564 ,"['cell', 'proteins']"
209 , 12176777,369,14.654,45438,526 ,"['data', 'response', 'toxicity']"
209 , 10831646,370,14.65,6971,561 ,"['membrane', 'patients', 'reported']"
209 , 9261130,371,14.646,4804,896 ,"['dna', 'genes', 'tumor']"
209 , 12377979,372,14.64,11488,1022 ,"['analysis', 'data', 'effects', 'expression', 'gene', 'genes', 'human', 'involved', 'mechanisms', 'new', 'response', 'study', 'toxicity', 'using']"
209 , 15111342,373,14.639,19899,200 ,"['clinical', 'response']"
209 , 12598351,374,14.633,19165,1401 ,"['disease', 'including', 'involved', 'patients', 'response', 'toxicity', 'treatment']"
209 , 12123331,375,14.628,15850,953 ,"['cell', 'disease', 'reported', 'response', 'toxicity', 'treatment']"
209 , 14679118,376,14.623,14965,1783 ,"['cancer', 'clinical', 'disease', 'new', 'patients', 'present', 'response', 'study', 'toxicity', 'treatment', 'used', 'using']"
209 , 12686653,377,14.615,10015,2006 ,"['10', 'bone', 'clinical', 'effect', 'function', 'increased', 'lung', 'patients', 'study', 'treatment']"
209 , 10852983,378,14.615,17511,1089 ,"['new', 'serum', '½ï']"
209 , 10852983,379,14.615,19707,1089 ,"['new', 'serum', '½ï']"
209 , 12671012,380,14.609,2728,565 ,"['specific', 'tumor']"
209 , 14691212,381,14.6,4026,718 ,"['data', 'response', 'studies', 'toxicity']"
209 , 16107496,382,14.599,18975,243 ,"['cancer', 'response', 'toxicity', 'using']"
209 , 9446627,383,14.597,74634,679 ,"['cancer', 'cell', 'different', 'important', 'lung', 'response', 'role', 'signaling', 'type']"
209 , 10696764,384,14.594,45814,1444 ,"['associated', 'cancer', 'effect', 'involved', 'new', 'tumor', 'used']"
209 , 12456693,385,14.585,156867,288 ,['toxicity']
209 , 15637075,386,14.576,36285,966 ,"['cells', 'function', 'gene', 'results', 'shown', 'toxicity']"
209 , 12453860,387,14.575,21207,201 ,"['including', 'response', 'toxicity']"
209 , 15976195,388,14.571,51234,1014 ,"['effects', 'fig', 'increased', 'protein', 'response', 'shown', 'similar', 'toxicity']"
209 , 12881395,389,14.548,4662,202 ,"['response', 'study', 'toxicity']"
209 , 11574413,390,14.546,39962,494 ,"['observed', 'response']"
209 , 12920034,391,14.54,51217,1289 ,"['cells', 'clinical', 'data', 'different', 'expression', 'including', 'observed', 'patients', 'reported', 'response', 'study', 'toxicity']"
209 , 12676928,392,14.538,33451,930 ,"['human', 'new', 'serum']"
209 , 11099635,393,14.536,81536,1009 ,"['brain', 'function', 'response', 'specific', 'used']"
209 , 11895760,394,14.535,11908,209 ,"['patients', 'response', 'toxicity', 'treatment']"
209 , 11606809,395,14.518,7574,1824 ,"['al', 'cancer', 'data', 'different', 'disease', 'et', 'et al', 'levels', 'mice', 'results', 'studies', 'study', 'toxicity']"
209 , 11375903,396,14.514,56187,1785 ,"['effects', 'expression', 'levels', 'protein', 'response', 'study', 'type']"
209 , 9582315,397,14.514,16341,1055 ,"['cell', 'cells', 'effect', 'levels', 'type', 'used', 'using']"
209 , 16162845,398,14.509,83790,894 ,['study']
209 , 12727999,399,14.507,107090,263 ,['toxicity']
209 , 12154206,400,14.505,7640,1046 ,"['clinical', 'effects', 'patients', 'response', 'results', 'sequence', 'study', 'toxicity', 'using']"
209 , 9049715,401,14.499,4978,243 ,[]
209 , 10828278,402,14.499,834,604 ,['½ï']
209 , 16157622,403,14.495,11963,1448 ,"['cancer', 'disease', 'new', 'response', 'toxicity', 'treatment', 'used']"
209 , 10852983,404,14.49,18603,1101 ,"['new', '½ï']"
209 , 15178574,405,14.484,26291,908 ,"['cancer', 'response', 'toxicity']"
209 , 11919277,406,14.481,95302,300 ,['toxicity']
209 , 15201226,407,14.469,4728,212 ,"['expression', 'response', 'toxicity']"
209 , 10374099,408,14.45,17811,646 ,"['al', 'et', 'et al', 'including']"
209 , 12676929,409,14.447,62073,1122 ,"['complex', 'growth', 'serum', 'using']"
209 , 12676928,410,14.442,17286,1126 ,"['complex', 'fig', 'serum', 'shown']"
209 , 15358734,411,14.44,37199,735 ,"['human', 'mechanisms']"
209 , 12721168,412,14.421,25178,1312 ,"['10', 'control', 'effects', 'growth', 'patients', 'shown', 'specific', 'studies', 'study', 'toxicity', 'type']"
209 , 11830607,413,14.419,17154,548 ,"['cancer', 'cell', 'serum', 'toxicity', 'treatment', 'tumor']"
209 , 10515652,414,14.4,77578,356 ,"['clinical', 'development', 'studies']"
209 , 12676928,415,14.376,62336,2099 ,"['associated', 'complex', 'control', 'factor', 'levels', 'protein', 'rat', 'serum', 'shown', 'studies']"
209 , 11101539,416,14.374,38644,1074 ,"['disease', 'high', 'studies']"
209 , 9028972,417,14.372,7688,690 ,"['al', 'clinical', 'et', 'et al', 'response', 'toxicity']"
209 , 15205198,418,14.36,20638,862 ,"['disease', 'response', 'toxicity', 'using']"
209 , 14578360,419,14.331,66693,784 ,"['complex', 'rat', 'reported', 'study', 'used', 'using']"
209 , 15677623,420,14.33,38717,1091 ,"['patients', 'response', 'toxicity', 'treatment']"
209 , 12432009,421,14.325,142261,296 ,[]
209 , 10852983,422,14.318,27495,2124 ,"['al', 'bone', 'data', 'different', 'disease', 'effect', 'effects', 'et', 'et al', 'expression', 'function', 'high', 'increased', 'levels', 'mechanism', 'mechanisms', 'patients', 'reported', 'serum', 'treatment']"
209 , 15292051,423,14.313,23805,172 ,[]
209 , 12154206,424,14.299,0,240 ,"['analysis', 'patients', 'toxicity']"
209 , 11090591,425,14.298,35559,710 ,"['analysis', 'results', 'used', 'using', '½ï']"
209 , 15523088,426,14.292,82876,473 ,"['associated', 'cells', 'toxicity']"
209 , 9612238,427,14.291,45499,790 ,"['used', 'using']"
209 , 12056703,428,14.286,15639,282 ,"['response', 'toxicity', 'using']"
209 , 11161109,429,14.28,13463,330 ,"['activity', 'mice', 'mouse', 'observed', 'used', '½ï']"
209 , 10942387,430,14.278,20813,405 ,"['10', 'analysis', 'toxicity']"
209 , 10852983,431,14.267,16620,888 ,"['bone', 'new', '½ï']"
209 , 15220351,432,14.263,54419,368 ,"['molecular', 'rat']"
209 , 11773276,433,14.244,1789,252 ,"['effects', 'response', 'toxicity']"
209 , 11723068,434,14.237,7201,787 ,"['dna', 'levels', 'protein', 'proteins']"
209 , 9357839,435,14.236,12703,517 ,"['protein', 'serum', 'using']"
209 , 12604835,436,14.236,76007,1392 ,"['associated', 'data', 'development', 'human', 'including', 'pathway', 'study', 'toxicity', 'used']"
209 , 12364625,437,14.224,30318,1173 ,"['al', 'bone', 'control', 'et', 'et al', 'studies', 'study', 'treatment']"
209 , 11996470,438,14.222,8536,228 ,"['10', 'response', 'toxicity']"
209 , 12702524,439,14.222,4862,227 ,"['patients', 'response', 'toxicity']"
209 , 10534550,440,14.221,37876,673 ,"['associated', 'bone', 'effects', 'rat', 'reported', 'studies']"
209 , 12893631,441,14.216,69213,1035 ,"['function', 'high', 'mechanism']"
209 , 12639938,442,14.215,53685,952 ,"['analysis', 'development', 'expressed', 'function', 'increased', 'mechanism', 'response', 'results', 'specific', 'studies']"
209 , 15205198,443,14.209,13208,228 ,"['response', 'toxicity']"
209 , 10880550,444,14.209,11264,228 ,"['disease', 'response', 'study', 'toxicity']"
209 , 10774826,445,14.205,7588,1493 ,"['high', 'increased', 'lung', 'studies', 'study', 'toxicity']"
209 , 11294971,446,14.201,33649,1245 ,"['cancer', 'data', 'development', 'effect', 'levels', 'mechanism', 'toxicity', 'used']"
209 , 9815013,447,14.186,0,316 ,['signaling']
209 , 10774809,448,14.185,35830,1105 ,"['different', 'expression', 'function', 'gene', 'genes', 'important', 'including', 'response', 'used']"
209 , 16115873,449,14.182,59381,767 ,"['binding', 'data', 'different', 'effect', 'new', 'present', 'receptor', 'receptors', 'study', 'treatment', 'type']"
209 , 11123196,450,14.182,43006,1039 ,"['effect', 'fig', 'response', 'similar']"
209 , 11726647,451,14.179,12903,431 ,"['10', 'cell', 'cells', 'mouse', 'serum', 'toxicity']"
209 , 12215682,452,14.179,20169,1694 ,"['activity', 'al', 'associated', 'cell', 'et', 'et al', 'including', 'toxicity', 'type']"
209 , 15817604,453,14.177,17107,353 ,"['cancer', 'patients', 'response', 'study', 'toxicity']"
209 , 7544788,454,14.176,11361,668 ,"['acid', 'kinase', 'protein']"
209 , 10198341,455,14.175,52694,758 ,"['function', 'important', 'present']"
209 , 9269788,456,14.175,17225,1336 ,"['cancer', 'control', 'effects', 'increased', 'levels', 'patients', 'shown', 'study']"
209 , 14739149,457,14.162,36757,978 ,"['activation', 'data', 'effect', 'mechanisms', 'mice', 'observed', 'toxicity', 'tumor']"
209 , 15858223,458,14.156,11453,954 ,"['acid', 'al', 'effects', 'et', 'et al', 'levels', 'study', 'toxicity']"
209 , 11134542,459,14.152,9132,2125 ,"['data', 'involved', 'levels', 'mechanism', 'mechanisms', 'response', 'sequence', 'toxicity']"
209 , 15033673,460,14.145,26710,272 ,"['toxicity', 'tumor', 'used']"
209 , 14581275,461,14.144,13548,903 ,"['10', 'cancer', 'clinical', 'disease', 'including', 'patients', 'response', 'study', 'toxicity', 'used', 'using']"
209 , 11980729,462,14.141,10674,613 ,"['al', 'et', 'et al', 'infection', 'patients', 'studies']"
209 , 11358882,463,14.136,17928,732 ,"['al', 'cells', 'et', 'et al', 'membrane', 'shown', 'signaling', 'studies']"
209 , 15258298,464,14.133,837,238 ,"['al', 'et', 'et al', 'specific', 'toxicity']"
209 , 11724771,465,14.129,43160,1179 ,"['complex', 'control', 'fig', 'levels', 'protein', 'proteins', 'reported', 'shown', 'using']"
209 , 14600281,466,14.126,42815,1464 ,"['activity', 'analysis', 'cells', 'growth', 'levels', 'mechanisms', 'response', 'toxicity', 'tumor']"
209 , 9486272,467,14.126,26644,191 ,"['effect', 'used']"
209 , 14764592,468,14.124,6994,1294 ,"['mouse', 'pathway', 'response', 'results', 'role']"
209 , 12376339,469,14.123,99435,605 ,"['cells', 'effect', 'high', 'levels', 'type']"
209 , 15837795,470,14.12,40285,1502 ,"['activity', 'cancer', 'cell', 'cells', 'development', 'dna', 'effects', 'expression', 'function', 'gene', 'genes', 'important', 'increased', 'lung', 'mechanism', 'response', 'tumor']"
209 , 10828270,471,14.119,10771,1780 ,"['activation', 'control', 'toxicity', 'used', 'using', '½ï']"
209 , 11052949,472,14.118,13755,330 ,"['mice', 'receptor', 'study']"
209 , 10090928,473,14.116,15247,846 ,"['analysis', 'disease', 'response', 'toxicity']"
209 , 11568139,474,14.114,39021,981 ,"['rat', 'response', 'toxicity', '½ï']"
209 , 10887096,475,14.112,18497,683 ,"['acid', 'used']"
209 , 14604857,476,14.106,15247,537 ,['response']
209 , 11099651,477,14.104,65829,1464 ,"['data', 'expression', 'gene', 'genes', 'high', 'response', 'toxicity', 'used']"
209 , 14715649,478,14.103,12298,428 ,"['10', 'cell', 'cells', 'serum', 'toxicity', '½ï']"
209 , 11294969,479,14.1,93894,2177 ,"['al', 'associated', 'cancer', 'dna', 'effects', 'et', 'et al', 'growth', 'high', 'levels', 'present', 'rat', 'response', 'specific', 'toxicity']"
209 , 12676928,480,14.084,18415,2117 ,"['complex', 'control', 'data', 'effect', 'levels', 'new', 'rat', 'serum']"
209 , 12547937,481,14.084,55460,447 ,['rat']
209 , 7544788,482,14.08,46550,1196 ,"['cells', 'effect', 'effects', 'membrane', 'shown']"
209 , 11815645,483,14.071,98938,362 ,['rat']
209 , 15531641,484,14.07,80324,391 ,"['response', 'toxicity']"
209 , 11724771,485,14.066,44937,1764 ,"['complex', 'data', 'high', 'molecular', 'rat', 'serum', 'shown', 'specific', 'using']"
209 , 15367565,486,14.06,7490,429 ,"['clinical', 'effects', 'high']"
209 , 15579467,487,14.05,14123,433 ,"['10', 'cell', 'cells', 'serum', 'toxicity', '½ï']"
209 , 12419745,488,14.045,27271,242 ,"['analysis', 'patients', 'response', 'toxicity']"
209 , 15858227,489,14.038,73753,943 ,['study']
209 , 9612238,490,14.028,35711,379 ,"['present', 'similar', 'study', 'used']"
209 , 14679114,491,14.02,20350,251 ,"['response', 'study']"
209 , 12520069,492,14.016,7949,922 ,"['associated', 'effects', 'gene', 'genes', 'important', 'including', 'new', 'toxicity']"
209 , 12874369,493,14.008,4592,1005 ,"['binding', 'receptor', 'studies', 'toxicity']"
209 , 15781589,494,14.008,66186,1132 ,"['cells', 'clinical', 'data', 'disease', 'effects', 'expression', 'gene', 'human', 'infection', 'reported', 'response', 'studies', 'study', 'toxicity', 'using']"
209 , 9572826,495,14.006,17967,223 ,[]
209 , 11134549,496,14.006,52935,928 ,"['binding', 'effects', 'expressed', 'expression', 'toxicity']"
209 , 12011093,497,13.981,7588,1126 ,"['present', 'protein', 'proteins', 'reported', 'response', 'smooth']"
209 , 11724771,498,13.975,35495,1763 ,"['complex', 'levels', 'membrane', 'rat', 'serum', 'shown', 'using']"
209 , 11158710,499,13.973,3039,875 ,"['al', 'cancer', 'effects', 'et', 'et al', 'gene', 'genes', 'mechanisms', 'mice', 'proteins', 'response', 'role', 'toxicity', 'used']"
209 , 12791661,500,13.971,62193,458 ,"['activity', 'clinical', 'function', 'important', 'protein', 'proteins', 'role', 'specific', 'study']"
209 , 11249846,501,13.965,67490,428 ,['studies']
209 , 10357769,502,13.95,8405,492 ,"['effects', 'levels', 'studies', 'study', 'used']"
209 , 15126603,503,13.948,28473,2009 ,"['associated', 'cancer', 'clinical', 'data', 'effects', 'levels', 'pathway', 'patients', 'studies', 'study', 'toxicity', 'tumor']"
209 , 10964989,504,13.946,5063,634 ,"['binding', 'specific', 'used']"
209 , 15956028,505,13.946,67942,493 ,"['response', 'toxicity', 'treatment']"
209 , 16109895,506,13.934,62133,493 ,"['effects', 'response', 'toxicity']"
209 , 11123192,507,13.929,30879,606 ,"['function', 'present', 'response']"
209 , 12378653,508,13.923,15032,442 ,"['effects', 'including', 'infection', 'used', 'using', 'viral']"
209 , 15531641,509,13.922,77632,494 ,"['effects', 'response', 'toxicity']"
209 , 12676928,510,13.921,37292,1238 ,"['complex', 'serum', 'treatment']"
209 , 15901916,511,13.919,61171,1175 ,['development']
209 , 9806967,512,13.914,2464,2234 ,"['activation', 'cell', 'cells', 'mechanism', 'membrane', 'peptide', 'present', 'protein', 'proteins', 'receptor', 'receptors', 'response', 'results', 'shown', 'study', 'using']"
209 , 11575388,513,13.906,15929,203 ,['patients']
209 , 11724771,514,13.903,25294,1691 ,"['data', 'effect', 'levels', 'new', 'protein', 'serum']"
209 , 12702532,515,13.899,16915,897 ,"['disease', 'patients', 'present', 'response', 'serum', 'symptoms', 'toxicity', 'treatment', 'using']"
209 , 14760109,516,13.885,2638,254 ,"['cancer', 'domain', 'response', 'toxicity', 'treatment']"
209 , 11134556,517,13.881,63576,446 ,"['expression', 'gene', 'mechanisms', 'studies', 'study', 'toxicity']"
209 , 12598342,518,13.879,13026,756 ,"['disease', 'new', 'response', 'toxicity']"
209 , 10501434,519,13.875,9648,307 ,"['activity', 'disease', 'toxicity']"
209 , 15591314,520,13.868,20355,206 ,['½ï']
209 , 14592964,521,13.866,48663,277 ,"['different', 'results']"
209 , 11724771,522,13.865,18329,725 ,"['complex', 'serum']"
209 , 12453863,523,13.861,2176,256 ,"['patients', 'response', 'study', 'toxicity']"
209 , 12702519,524,13.855,6037,1050 ,"['associated', 'cancer', 'infection', 'patients', 'response', 'study', 'toxicity', 'tumor']"
209 , 12591983,525,13.854,56431,1262 ,"['cancer', 'effect', 'present', 'response', 'studies', 'toxicity', 'treatment', 'tumor']"
209 , 12832659,526,13.853,6395,1266 ,"['al', 'control', 'data', 'et', 'et al', 'levels', 'reported', 'study', 'toxicity', 'used']"
209 , 12424143,527,13.849,0,324 ,"['lung', 'regulation']"
209 , 12123332,528,13.849,20493,258 ,"['response', 'toxicity', 'used']"
209 , 10556271,529,13.847,19812,1255 ,"['bone', 'effect', 'levels', 'mechanism', 'results', 'treatment']"
209 , 15919695,530,13.846,45190,645 ,"['associated', 'cancer', 'clinical', 'data', 'dna', 'including', 'patients', 'present', 'study']"
209 , 11520816,531,13.836,19788,4316 ,"['analysis', 'cell', 'cells', 'data', 'new', 'response', 'shown', 'used', 'using']"
209 , 16030080,532,13.832,12140,741 ,"['10', 'clinical', 'patients', 'response', 'shown', 'specific', 'toxicity']"
209 , 9843556,533,13.828,46876,956 ,"['al', 'cells', 'different', 'et', 'et al', 'expression', 'response', 'results', 'studies']"
209 , 12883090,534,13.828,84192,964 ,['study']
209 , 12676928,535,13.827,42938,2204 ,"['analysis', 'complex', 'membrane', 'molecular', 'new', 'proteins', 'sequence', 'serum', 'shown']"
209 , 11222867,536,13.807,18440,1785 ,"['analysis', 'cell', 'effect', 'effects', 'expression', 'gene', 'levels', 'mechanisms', 'molecular', 'response', 'toxicity', 'used']"
209 , 12377990,537,13.805,68976,737 ,"['data', 'expression', 'gene', 'genes', 'response', 'study', 'used']"
209 , 12649108,538,13.801,10874,923 ,"['clinical', 'patients', 'response', 'study', 'toxicity', 'tumor', 'using']"
209 , 11752678,539,13.789,3517,1747 ,"['cells', 'complex', 'different', 'effects', 'lung', 'mechanisms', 'new', 'response', 'sequence', 'type']"
209 , 12954583,540,13.788,2183,262 ,"['patients', 'response', 'study', 'toxicity']"
209 , 11278497,541,13.782,6065,1249 ,"['cells', 'different', 'protein', 'response', 'role', 'type']"
209 , 12618501,542,13.778,17699,2101 ,"['analysis', 'clinical', 'disease', 'new', 'patients', 'response', 'toxicity', 'treatment', 'type', 'used']"
209 , 15563630,543,13.777,30677,571 ,"['fig', 'muscle', 'response', 'results', 'similar', 'smooth', 'treatment']"
209 , 14630681,544,13.776,14654,264 ,"['clinical', 'response', 'toxicity', 'treatment']"
209 , 12676928,545,13.771,7502,724 ,"['complex', 'growth']"
209 , 11739651,546,13.767,107286,300 ,[]
209 , 11878739,547,13.765,15557,303 ,"['serum', 'toxicity']"
209 , 12598339,548,13.758,39428,1007 ,"['patients', 'reported', 'response', 'similar', 'study', 'toxicity', 'treatment']"
209 , 15840768,549,13.756,3902,2032 ,"['cell', 'including', 'membrane', 'proteins', 'type']"
209 , 12176741,550,13.755,50337,825 ,"['activity', 'disease', 'effects', 'role']"
209 , 12016158,551,13.753,19731,267 ,"['cells', 'using']"
209 , 15003966,552,13.75,10498,1098 ,"['10', 'control', 'disease', 'including', 'studies', 'study', 'using']"
209 , 15454576,553,13.747,76815,628 ,"['analysis', 'disease', 'function', 'role', 'symptoms']"
209 , 11099643,554,13.746,18084,1471 ,"['activity', 'al', 'data', 'development', 'effects', 'et', 'et al', 'response', 'study', 'toxicity', 'using']"
209 , 9694704,555,13.744,8197,281 ,"['patients', 'present', 'response', 'results', 'toxicity']"
209 , 10766856,556,13.737,15589,449 ,"['10', 'cell', 'serum']"
209 , 10511584,557,13.737,6996,460 ,"['development', 'shown']"
209 , 12419756,558,13.734,14771,285 ,"['activity', 'response', 'toxicity', 'treatment']"
209 , 12598352,559,13.733,16185,359 ,"['brain', 'cancer', 'development', 'disease', 'present', 'response', 'toxicity', 'treatment']"
209 , 12796030,560,13.73,17877,1320 ,"['clinical', 'disease', 'including', 'patients', 'protein', 'response', 'serum', 'study', 'toxicity', 'treatment', 'using']"
209 , 7737987,561,13.73,34470,717 ,"['cell', 'cells', 'effect', 'fig', 'increased', 'response', 'shown', 'toxicity']"
209 , 15611307,562,13.728,4209,1211 ,"['reported', 'used']"
209 , 11961219,563,13.725,15436,747 ,"['activity', 'al', 'et', 'et al', 'important', 'rat', 'role', 'toxicity', 'used']"
209 , 10774809,564,13.72,5575,821 ,"['al', 'disease', 'et', 'et al', 'genes', 'involved', 'membrane', 'response', 'using']"
209 , 11294970,565,13.72,80332,829 ,"['cancer', 'function', 'human']"
209 , 12851207,566,13.706,67320,1530 ,"['10', 'analysis', 'molecular', 'recognition', 'specific']"
209 , 10564098,567,13.703,6779,647 ,"['complex', 'human', 'protein', 'proteins']"
209 , 12419747,568,13.693,11037,271 ,"['present', 'response', 'study', 'toxicity']"
209 , 12702526,569,13.693,24290,271 ,"['disease', 'patients', 'response', 'toxicity']"
209 , 11863091,570,13.687,3979,322 ,"['response', 'toxicity']"
209 , 15901904,571,13.682,65637,694 ,"['central', 'data', 'including', 'patients', 'toxicity']"
209 , 15205198,572,13.681,4740,274 ,"['response', 'similar', 'toxicity', 'treatment']"
209 , 12874369,573,13.673,2094,1043 ,"['analysis', 'cancer', 'data', 'including', 'response', 'toxicity', 'used']"
209 , 12215658,574,13.669,48463,280 ,"['cell', 'response', 'toxicity']"
